ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disability_status_code,disability_status_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,footnotes,nature
569,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",100,Bulgaria,5,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,2,2012,2015,"[2012, 2015]",,,,,,,,41,,,15.3,,,,,15.3,[2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status // [2015]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability,C: Country data
570,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",100,Bulgaria,5,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,4,2010,2016,"[2010, 2012, 2015, 2016]",,,,,,10.8,,23,,,9.7,8,,,,8,"[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status",C: Country data
571,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.3,,,,,,,,1.3,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
572,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.1,,,,,,,,1.1,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
573,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.3,,,,,,,,1.3,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
574,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.1,,,,,,,,1.1,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
575,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,F,Female,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__F__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.1,,,,,,,,1.1,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
576,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,M,Male,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__M___T,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.4,,,,,,,,1.4,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
577,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.5,,,,,,,,1.5,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
578,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,1,2012,2012,[2012],,,,,,,,1.4,,,,,,,,1.4,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
579,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,2,2007,2014,"[2007, 2014]",,,3.1,,,,,,,4.3,,,,,,4.3,[2007]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2014]: Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old,C: Country data
580,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,2,2007,2014,"[2007, 2014]",,,3,,,,,,,6.7,,,,,,6.7,[2007]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2014]: Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old,C: Country data
581,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,2,2007,2014,"[2007, 2014]",,,3.1,,,,,,,4.2,,,,,,4.2,[2007]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2014]: Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old,C: Country data
582,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,2,2007,2014,"[2007, 2014]",,,3.5,,,,,,,5.3,,,,,,5.3,[2007]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2014]: Data reference period: Fourth quarter | Age coverage - minimum age: 10 years old,C: Country data
